timestamp,hour,day_of_year,cloud_cover,temperature,humidity,wind_speed,solar_kwh
2024-01-05 06:00:00,6,5,59.4,18.4,67.5,2.84,0.0
2024-01-05 07:00:00,7,5,52.2,13.8,55.2,5.56,0.0
2024-01-05 08:00:00,8,5,24.2,15.8,59.2,3.57,0.0
2024-01-05 09:00:00,9,5,47.6,18.4,65.6,1.63,0.013
2024-01-05 10:00:00,10,5,3.7,19.6,46.4,4.59,0.062
2024-01-05 11:00:00,11,5,38.2,12.9,48.0,0.59,0.008
2024-01-05 12:00:00,12,5,37.0,14.6,68.9,1.67,0.124
2024-01-05 13:00:00,13,5,73.1,13.6,67.4,1.75,0.012
2024-01-05 14:00:00,14,5,20.3,13.5,55.8,2.25,0.04
2024-01-05 15:00:00,15,5,13.1,20.6,50.8,4.17,0.098
2024-01-05 16:00:00,16,5,59.4,12.8,66.3,1.1,0.0
2024-01-05 17:00:00,17,5,46.5,15.9,41.9,1.26,0.088
2024-01-05 18:00:00,18,5,35.3,20.7,58.3,3.61,0.063
2024-01-05 19:00:00,19,5,34.9,16.7,62.0,6.06,0.0
2024-01-05 20:00:00,20,5,49.6,15.6,56.5,3.99,0.021
2024-01-05 21:00:00,21,5,42.8,15.3,62.3,0.3,0.075
2024-01-05 22:00:00,22,5,38.7,19.9,63.8,0.12,0.009
2024-01-05 23:00:00,23,5,31.8,12.1,47.3,4.93,0.0
2024-01-06 00:00:00,0,6,49.8,16.4,59.3,1.07,0.037
2024-01-06 01:00:00,1,6,78.9,8.6,69.0,4.97,0.056
2024-01-06 02:00:00,2,6,50.8,14.9,54.0,6.32,0.045
2024-01-06 03:00:00,3,6,56.2,19.6,63.8,2.94,0.013
2024-01-06 04:00:00,4,6,27.2,16.6,50.7,3.65,0.062
2024-01-06 05:00:00,5,6,58.3,20.6,58.0,2.97,0.0
2024-01-06 06:00:00,6,6,55.6,9.6,60.3,1.62,0.124
2024-01-06 07:00:00,7,6,21.0,16.5,54.1,1.86,0.008
2024-01-06 08:00:00,8,6,31.1,11.7,58.8,6.56,0.0
2024-01-06 09:00:00,9,6,56.1,14.4,66.2,4.25,0.013
2024-01-06 10:00:00,10,6,16.9,18.0,62.4,3.72,0.097
2024-01-06 11:00:00,11,6,36.2,13.6,57.8,4.9,0.061
2024-01-06 12:00:00,12,6,37.7,15.8,52.4,1.94,0.105
2024-01-06 13:00:00,13,6,35.2,16.5,51.4,4.13,0.051
2024-01-06 14:00:00,14,6,46.3,10.2,63.9,4.75,0.0
2024-01-06 15:00:00,15,6,19.8,18.4,53.4,6.56,0.0
2024-01-06 16:00:00,16,6,14.9,19.4,55.0,1.63,0.08
2024-01-06 17:00:00,17,6,26.5,14.1,44.1,3.47,0.0
2024-01-06 18:00:00,18,6,66.6,18.7,55.5,2.46,0.0
2024-01-06 19:00:00,19,6,70.4,13.9,59.9,4.04,0.042
2024-01-06 20:00:00,20,6,53.2,16.5,59.1,3.76,0.0
2024-01-06 21:00:00,21,6,20.7,15.4,53.5,0.93,0.0
2024-01-06 22:00:00,22,6,34.2,16.3,46.3,8.88,0.0
2024-01-06 23:00:00,23,6,31.3,12.1,57.6,1.7,0.054
2024-01-07 00:00:00,0,7,25.2,16.7,54.9,7.01,0.048
2024-01-07 01:00:00,1,7,29.9,18.8,50.5,6.26,0.0
2024-01-07 02:00:00,2,7,44.8,16.2,60.7,5.87,0.028
2024-01-07 03:00:00,3,7,29.8,11.6,59.6,4.27,0.064
2024-01-07 04:00:00,4,7,36.1,15.3,50.8,0.29,0.0
2024-01-07 05:00:00,5,7,72.3,11.3,65.3,1.6,0.054
2024-01-07 06:00:00,6,7,49.6,14.3,57.6,2.96,0.0
2024-01-07 07:00:00,7,7,7.2,22.6,54.8,4.15,0.015
2024-01-07 08:00:00,8,7,57.9,14.4,57.2,1.03,0.077
2024-01-07 09:00:00,9,7,18.1,10.5,50.6,0.17,0.062
2024-01-07 10:00:00,10,7,34.1,11.2,57.6,1.13,0.141
2024-01-07 11:00:00,11,7,35.3,14.0,63.1,3.77,0.066
2024-01-07 12:00:00,12,7,69.8,20.5,62.6,4.5,0.087
2024-01-07 13:00:00,13,7,29.3,19.0,57.1,1.44,0.202
2024-01-07 14:00:00,14,7,12.0,16.5,58.5,6.25,0.026
2024-01-07 15:00:00,15,7,44.6,23.0,61.0,1.46,0.0
2024-01-07 16:00:00,16,7,5.5,20.1,45.6,1.58,0.048
2024-01-07 17:00:00,17,7,31.7,10.6,58.7,7.24,0.0
2024-01-07 18:00:00,18,7,7.6,16.5,52.0,1.64,0.0
2024-01-07 19:00:00,19,7,51.3,12.5,66.8,0.57,0.0
2024-01-07 20:00:00,20,7,7.7,15.7,47.8,3.45,0.0
2024-01-07 21:00:00,21,7,35.3,18.1,51.7,1.22,0.0
2024-01-07 22:00:00,22,7,67.9,16.8,74.4,0.74,0.042
2024-01-07 23:00:00,23,7,37.9,14.9,60.4,4.2,0.0
2024-01-08 00:00:00,0,8,27.5,12.6,55.7,3.34,0.0
2024-01-08 01:00:00,1,8,42.4,17.7,55.2,4.06,0.0
2024-01-08 02:00:00,2,8,49.4,14.7,62.4,3.11,0.0
2024-01-08 03:00:00,3,8,40.6,14.8,60.8,0.44,0.0
2024-01-08 04:00:00,4,8,49.3,19.7,57.0,2.18,0.0
2024-01-08 05:00:00,5,8,30.4,15.8,48.4,4.82,0.025
2024-01-08 06:00:00,6,8,87.0,14.6,73.4,2.37,0.044
2024-01-08 07:00:00,7,8,60.9,7.5,66.5,1.41,0.021
2024-01-08 08:00:00,8,8,18.5,17.0,43.9,7.12,0.0
2024-01-08 09:00:00,9,8,40.3,20.4,53.7,1.55,0.074
2024-01-08 10:00:00,10,8,53.2,18.4,52.6,2.19,0.057
2024-01-08 11:00:00,11,8,43.7,16.2,55.5,3.34,0.02
2024-01-08 12:00:00,12,8,18.9,15.7,55.0,2.09,0.073
2024-01-08 13:00:00,13,8,43.5,13.3,56.5,2.13,0.099
2024-01-08 14:00:00,14,8,16.4,13.0,47.0,2.0,0.124
2024-01-08 15:00:00,15,8,17.4,21.8,60.8,6.6,0.133
2024-01-08 16:00:00,16,8,54.7,12.8,58.0,0.44,0.0
2024-01-08 17:00:00,17,8,8.1,14.4,44.9,4.83,0.074
2024-01-08 18:00:00,18,8,45.8,16.1,65.2,2.72,0.064
2024-01-08 19:00:00,19,8,48.6,11.4,59.2,2.83,0.041
2024-01-08 20:00:00,20,8,32.5,15.3,68.0,5.15,0.0
2024-01-08 21:00:00,21,8,30.2,16.4,52.9,3.96,0.0
2024-01-08 22:00:00,22,8,41.2,12.7,59.5,0.2,0.036
2024-01-08 23:00:00,23,8,45.7,13.4,51.9,0.79,0.0
2024-01-09 00:00:00,0,9,11.0,14.1,43.7,5.91,0.084
2024-01-09 01:00:00,1,9,50.1,19.1,60.9,1.33,0.111
2024-01-09 02:00:00,2,9,17.8,21.3,61.7,4.91,0.0
2024-01-09 03:00:00,3,9,65.9,15.3,68.8,1.7,0.047
2024-01-09 04:00:00,4,9,69.3,14.7,59.6,2.73,0.024
2024-01-09 05:00:00,5,9,25.5,20.9,53.4,3.52,0.057
2024-01-09 06:00:00,6,9,15.6,19.9,46.1,0.65,0.0
2024-01-09 07:00:00,7,9,47.1,14.9,64.6,2.61,0.003
2024-01-09 08:00:00,8,9,65.6,6.7,64.1,2.24,0.0
2024-01-09 09:00:00,9,9,44.9,16.7,61.0,1.85,0.079
2024-01-09 10:00:00,10,9,42.2,14.7,60.2,2.56,0.037
2024-01-09 11:00:00,11,9,11.1,14.5,49.6,2.97,0.132
2024-01-09 12:00:00,12,9,12.7,14.5,53.8,3.17,0.168
2024-01-09 13:00:00,13,9,68.1,13.7,58.1,4.13,0.0
2024-01-09 14:00:00,14,9,6.1,13.1,47.2,3.4,0.191
2024-01-09 15:00:00,15,9,19.5,15.8,52.1,1.34,0.108
2024-01-09 16:00:00,16,9,15.5,18.0,61.9,0.93,0.051
2024-01-09 17:00:00,17,9,42.6,19.4,55.4,4.2,0.009
2024-01-09 18:00:00,18,9,27.5,20.2,53.7,4.02,0.043
2024-01-09 19:00:00,19,9,27.1,15.1,50.5,2.99,0.052
2024-01-09 20:00:00,20,9,45.7,11.0,61.0,5.74,0.059
2024-01-09 21:00:00,21,9,47.0,17.9,64.3,4.31,0.042
2024-01-09 22:00:00,22,9,35.2,14.1,58.5,4.52,0.0
2024-01-09 23:00:00,23,9,17.4,19.5,54.8,2.91,0.057
2024-01-10 00:00:00,0,10,64.4,18.3,63.0,2.47,0.09
2024-01-10 01:00:00,1,10,39.7,14.3,59.3,3.61,0.09
2024-01-10 02:00:00,2,10,28.4,15.0,55.2,1.48,0.0
2024-01-10 03:00:00,3,10,43.5,17.0,55.9,2.18,0.0
2024-01-10 04:00:00,4,10,3.3,19.9,50.2,5.45,0.002
2024-01-10 05:00:00,5,10,61.3,18.9,60.2,4.05,0.0
2024-01-10 06:00:00,6,10,50.1,21.1,65.2,0.37,0.036
2024-01-10 07:00:00,7,10,44.2,14.6,54.0,3.3,0.0
2024-01-10 08:00:00,8,10,61.6,15.1,61.2,3.84,0.015
2024-01-10 09:00:00,9,10,41.1,17.2,62.7,1.95,0.104
2024-01-10 10:00:00,10,10,26.8,20.8,45.9,2.41,0.025
2024-01-10 11:00:00,11,10,38.9,20.5,61.4,1.7,0.108
2024-01-10 12:00:00,12,10,28.9,18.8,57.5,5.33,0.137
2024-01-10 13:00:00,13,10,46.9,18.3,50.3,1.62,0.172
2024-01-10 14:00:00,14,10,33.8,18.2,62.9,6.5,0.059
2024-01-10 15:00:00,15,10,55.9,12.8,63.3,3.29,0.145
2024-01-10 16:00:00,16,10,59.3,15.9,59.7,1.42,0.043
2024-01-10 17:00:00,17,10,16.0,17.6,52.2,3.01,0.121
2024-01-10 18:00:00,18,10,62.1,15.7,58.5,2.61,0.0
2024-01-10 19:00:00,19,10,29.6,15.4,53.9,1.69,0.0
2024-01-10 20:00:00,20,10,7.0,16.9,56.0,1.92,0.007
2024-01-10 21:00:00,21,10,30.6,12.7,51.7,2.39,0.076
2024-01-10 22:00:00,22,10,32.4,13.4,62.6,5.31,0.059
2024-01-10 23:00:00,23,10,6.6,16.0,53.2,4.27,0.003
2024-01-11 00:00:00,0,11,25.2,14.7,68.4,2.03,0.0
2024-01-11 01:00:00,1,11,37.9,16.6,66.8,1.51,0.0
2024-01-11 02:00:00,2,11,9.8,14.6,42.9,1.61,0.0
2024-01-11 03:00:00,3,11,43.8,18.7,57.5,0.57,0.0
2024-01-11 04:00:00,4,11,17.7,19.5,52.8,1.57,0.056
2024-01-11 05:00:00,5,11,33.3,13.6,66.1,2.08,0.0
2024-01-11 06:00:00,6,11,13.7,15.4,47.2,2.28,0.0
2024-01-11 07:00:00,7,11,23.9,14.4,47.1,0.03,0.061
2024-01-11 08:00:00,8,11,2.6,22.1,49.4,5.46,0.029
2024-01-11 09:00:00,9,11,24.4,13.9,55.2,3.99,0.143
2024-01-11 10:00:00,10,11,3.1,12.6,52.1,4.8,0.243
2024-01-11 11:00:00,11,11,64.5,15.0,55.3,3.48,0.09
2024-01-11 12:00:00,12,11,61.7,14.2,59.0,4.75,0.079
2024-01-11 13:00:00,13,11,10.2,15.2,44.8,1.31,0.196
2024-01-11 14:00:00,14,11,65.2,24.8,69.0,2.33,0.096
2024-01-11 15:00:00,15,11,65.3,14.9,68.9,2.59,0.06
2024-01-11 16:00:00,16,11,46.1,15.9,69.0,2.52,0.121
2024-01-11 17:00:00,17,11,72.0,11.2,59.9,1.63,0.006
2024-01-11 18:00:00,18,11,42.9,16.9,60.7,1.81,0.062
2024-01-11 19:00:00,19,11,53.0,18.6,56.5,2.95,0.0
2024-01-11 20:00:00,20,11,17.0,14.4,53.6,4.22,0.0
2024-01-11 21:00:00,21,11,26.4,18.2,54.5,1.58,0.0
2024-01-11 22:00:00,22,11,16.8,14.8,45.7,2.73,0.004
2024-01-11 23:00:00,23,11,23.4,11.4,54.7,5.01,0.109
2024-01-12 00:00:00,0,12,14.0,13.9,57.0,4.12,0.012
2024-01-12 01:00:00,1,12,55.2,13.9,51.9,2.94,0.017
2024-01-12 02:00:00,2,12,31.9,18.8,53.2,3.03,0.048
2024-01-12 03:00:00,3,12,13.4,12.8,51.3,1.44,0.036
2024-01-12 04:00:00,4,12,26.3,16.0,54.1,4.51,0.0
2024-01-12 05:00:00,5,12,50.1,18.2,62.6,1.37,0.01
2024-01-12 06:00:00,6,12,38.4,16.0,58.7,2.43,0.0
2024-01-12 07:00:00,7,12,41.0,17.2,51.0,2.58,0.0
2024-01-12 08:00:00,8,12,17.6,19.8,51.5,3.97,0.06
2024-01-12 09:00:00,9,12,61.0,12.2,58.5,2.16,0.127
2024-01-12 10:00:00,10,12,71.8,20.3,65.3,2.7,0.019
2024-01-12 11:00:00,11,12,13.5,12.4,45.1,0.73,0.153
2024-01-12 12:00:00,12,12,0.6,17.7,52.8,2.92,0.296
2024-01-12 13:00:00,13,12,32.8,17.5,55.4,3.38,0.19
2024-01-12 14:00:00,14,12,44.2,11.0,63.8,0.3,0.149
2024-01-12 15:00:00,15,12,76.9,12.9,61.7,1.41,0.14
2024-01-12 16:00:00,16,12,36.2,16.1,56.2,1.7,0.058
2024-01-12 17:00:00,17,12,15.8,17.1,54.8,2.26,0.015
2024-01-12 18:00:00,18,12,75.0,11.6,63.7,0.67,0.034
2024-01-12 19:00:00,19,12,63.1,21.7,62.8,4.17,0.0
2024-01-12 20:00:00,20,12,12.1,14.3,63.4,0.79,0.0
2024-01-12 21:00:00,21,12,62.1,14.6,64.7,3.74,0.002
2024-01-12 22:00:00,22,12,22.1,11.3,55.2,3.08,0.027
2024-01-12 23:00:00,23,12,23.0,15.5,54.2,0.51,0.0
2024-01-13 00:00:00,0,13,68.2,16.8,63.6,6.12,0.031
2024-01-13 01:00:00,1,13,56.2,17.2,63.6,4.43,0.0
2024-01-13 02:00:00,2,13,9.1,14.7,48.0,0.13,0.0
2024-01-13 03:00:00,3,13,34.7,18.5,59.0,0.16,0.069
2024-01-13 04:00:00,4,13,16.2,12.6,54.3,2.62,0.0
2024-01-13 05:00:00,5,13,47.9,15.7,63.5,2.42,0.071
2024-01-13 06:00:00,6,13,56.3,15.4,58.5,0.95,0.0
2024-01-13 07:00:00,7,13,43.4,19.1,53.3,4.36,0.092
2024-01-13 08:00:00,8,13,7.6,16.5,49.1,1.65,0.095
2024-01-13 09:00:00,9,13,33.0,17.5,50.9,4.33,0.126
2024-01-13 10:00:00,10,13,14.3,14.0,55.2,4.57,0.143
2024-01-13 11:00:00,11,13,15.0,15.7,49.0,1.34,0.201
2024-01-13 12:00:00,12,13,28.6,17.4,48.2,5.1,0.111
2024-01-13 13:00:00,13,13,28.2,17.2,54.7,4.07,0.206
2024-01-13 14:00:00,14,13,15.9,17.4,55.3,4.68,0.143
2024-01-13 15:00:00,15,13,45.7,16.7,63.0,3.92,0.192
2024-01-13 16:00:00,16,13,29.8,17.5,60.2,2.41,0.103
2024-01-13 17:00:00,17,13,15.0,16.9,53.2,3.01,0.054
2024-01-13 18:00:00,18,13,44.5,9.0,64.4,2.04,0.0
2024-01-13 19:00:00,19,13,56.8,17.5,54.5,5.42,0.013
2024-01-13 20:00:00,20,13,29.8,12.3,49.2,0.04,0.056
2024-01-13 21:00:00,21,13,14.0,13.8,44.3,0.77,0.062
2024-01-13 22:00:00,22,13,44.1,18.8,66.1,2.28,0.0
2024-01-13 23:00:00,23,13,27.6,16.5,55.3,3.07,0.0
2024-01-14 00:00:00,0,14,49.3,9.9,55.2,0.01,0.0
2024-01-14 01:00:00,1,14,62.6,16.1,62.9,1.56,0.009
2024-01-14 02:00:00,2,14,32.0,11.6,60.5,4.62,0.0
2024-01-14 03:00:00,3,14,32.9,18.5,57.9,4.1,0.017
2024-01-14 04:00:00,4,14,68.3,14.8,63.4,0.06,0.026
2024-01-14 05:00:00,5,14,49.5,17.2,54.8,2.95,0.0
2024-01-14 06:00:00,6,14,48.4,14.2,51.6,6.5,0.069
2024-01-14 07:00:00,7,14,11.1,16.3,51.0,1.43,0.016
2024-01-14 08:00:00,8,14,32.7,17.5,64.0,1.84,0.09
2024-01-14 09:00:00,9,14,40.6,16.9,51.9,4.74,0.145
2024-01-14 10:00:00,10,14,24.0,18.7,66.6,1.43,0.083
2024-01-14 11:00:00,11,14,34.2,11.4,60.3,1.79,0.24
2024-01-14 12:00:00,12,14,78.3,13.8,70.0,2.23,0.075
2024-01-14 13:00:00,13,14,73.9,14.0,72.0,0.49,0.126
2024-01-14 14:00:00,14,14,37.3,17.8,59.2,4.14,0.197
2024-01-14 15:00:00,15,14,41.6,24.3,64.6,0.3,0.057
2024-01-14 16:00:00,16,14,39.3,15.1,59.5,3.17,0.0
2024-01-14 17:00:00,17,14,48.0,16.6,58.0,4.84,0.088
2024-01-14 18:00:00,18,14,37.5,16.9,52.9,4.11,0.0
2024-01-14 19:00:00,19,14,34.8,18.4,61.6,0.51,0.003
2024-01-14 20:00:00,20,14,45.4,22.7,61.2,0.24,0.0
2024-01-14 21:00:00,21,14,30.3,21.1,58.0,1.26,0.027
2024-01-14 22:00:00,22,14,55.7,15.7,59.5,1.42,0.022
2024-01-14 23:00:00,23,14,16.1,14.8,39.8,3.52,0.0
2024-01-15 00:00:00,0,15,12.8,18.5,58.8,3.26,0.018
2024-01-15 01:00:00,1,15,30.5,13.6,57.8,2.4,0.0
2024-01-15 02:00:00,2,15,39.1,14.1,56.4,4.88,0.025
2024-01-15 03:00:00,3,15,49.0,16.1,58.3,5.69,0.0
2024-01-15 04:00:00,4,15,34.3,14.9,65.7,2.43,0.064
2024-01-15 05:00:00,5,15,45.6,12.1,60.5,6.03,0.07
2024-01-15 06:00:00,6,15,44.6,19.7,64.3,6.05,0.0
2024-01-15 07:00:00,7,15,43.5,16.9,61.4,5.88,0.077
2024-01-15 08:00:00,8,15,61.6,16.7,57.4,4.87,0.024
2024-01-15 09:00:00,9,15,24.3,11.3,48.0,3.06,0.143
2024-01-15 10:00:00,10,15,23.8,18.6,59.4,0.8,0.17
2024-01-15 11:00:00,11,15,57.7,12.8,56.5,4.4,0.043
2024-01-15 12:00:00,12,15,41.4,17.4,53.5,5.87,0.138
2024-01-15 13:00:00,13,15,32.5,10.8,50.3,5.33,0.214
2024-01-15 14:00:00,14,15,28.8,16.5,52.2,3.25,0.235
2024-01-15 15:00:00,15,15,38.3,14.8,63.7,1.8,0.049
2024-01-15 16:00:00,16,15,40.9,19.5,63.5,7.04,0.157
2024-01-15 17:00:00,17,15,42.3,15.6,67.3,2.02,0.007
2024-01-15 18:00:00,18,15,24.1,9.2,60.4,4.1,0.082
2024-01-15 19:00:00,19,15,39.1,14.0,60.6,2.68,0.0
2024-01-15 20:00:00,20,15,9.7,19.5,54.0,0.96,0.0
2024-01-15 21:00:00,21,15,22.9,13.9,57.2,5.66,0.042
2024-01-15 22:00:00,22,15,46.7,17.2,53.8,2.37,0.0
2024-01-15 23:00:00,23,15,26.9,20.2,51.3,2.7,0.047
2024-01-16 00:00:00,0,16,62.6,17.4,61.7,3.42,0.0
2024-01-16 01:00:00,1,16,51.6,18.0,66.3,2.76,0.0
2024-01-16 02:00:00,2,16,32.3,13.3,53.2,1.59,0.0
2024-01-16 03:00:00,3,16,37.9,14.8,49.1,2.07,0.0
2024-01-16 04:00:00,4,16,63.8,14.5,69.6,0.72,0.0
2024-01-16 05:00:00,5,16,44.9,13.0,65.7,3.56,0.012
2024-01-16 06:00:00,6,16,16.3,12.5,49.0,2.95,0.0
2024-01-16 07:00:00,7,16,32.8,13.6,59.3,6.28,0.103
2024-01-16 08:00:00,8,16,44.6,9.8,53.0,2.0,0.163
2024-01-16 09:00:00,9,16,23.0,15.4,53.2,5.11,0.118
2024-01-16 10:00:00,10,16,8.0,14.6,52.9,0.49,0.19
2024-01-16 11:00:00,11,16,71.8,11.0,59.9,3.8,0.034
2024-01-16 12:00:00,12,16,53.6,13.9,62.6,2.62,0.149
2024-01-16 13:00:00,13,16,30.8,14.0,56.7,1.31,0.218
2024-01-16 14:00:00,14,16,65.4,17.6,61.3,4.08,0.127
2024-01-16 15:00:00,15,16,55.6,16.9,57.6,2.48,0.159
