timestamp,temperature,humidity,co2,light,hour,occupied
2024-01-01 04:40:00,20.1,38.2,401.4,6.15,4,0
2024-01-01 04:45:00,19.05,43.84,387.7,31.11,4,0
2024-01-01 04:50:00,19.92,41.76,405.62,3.77,4,0
2024-01-01 04:55:00,20.44,38.61,387.56,6.45,4,0
2024-01-01 05:00:00,20.45,40.92,416.26,16.3,5,0
2024-01-01 05:05:00,20.28,37.87,364.25,0.0,5,0
2024-01-01 05:10:00,20.27,39.39,395.65,20.99,5,0
2024-01-01 05:15:00,19.8,40.78,400.24,19.31,5,0
2024-01-01 05:20:00,20.34,39.07,406.48,8.7,5,0
2024-01-01 05:25:00,20.96,43.2,364.16,5.53,5,0
2024-01-01 05:30:00,20.58,42.37,412.48,16.28,5,0
2024-01-01 05:35:00,19.65,39.97,358.2,27.7,5,0
2024-01-01 05:40:00,19.59,39.04,408.26,4.36,5,0
2024-01-01 05:45:00,19.78,40.61,411.18,18.73,5,0
2024-01-01 05:50:00,19.28,35.78,385.63,7.87,5,0
2024-01-01 05:55:00,18.98,44.71,393.95,9.95,5,0
2024-01-01 06:00:00,22.1,41.77,596.1,65.33,6,1
2024-01-01 06:05:00,20.11,40.04,401.95,2.27,6,0
2024-01-01 06:10:00,21.14,41.22,391.36,28.6,6,0
2024-01-01 06:15:00,20.44,40.55,443.8,1.92,6,0
2024-01-01 06:20:00,20.54,43.78,816.52,31.9,6,1
2024-01-01 06:25:00,19.04,41.09,411.43,19.71,6,0
2024-01-01 06:30:00,21.32,48.4,701.83,45.31,6,1
2024-01-01 06:35:00,20.53,50.9,711.98,44.01,6,1
2024-01-01 06:40:00,20.0,40.14,391.0,16.23,6,0
2024-01-01 06:45:00,20.35,44.29,722.68,65.41,6,1
2024-01-01 06:50:00,21.4,51.91,624.44,61.53,6,1
2024-01-01 06:55:00,21.27,46.74,668.3,46.58,6,1
2024-01-01 07:00:00,22.12,43.97,690.63,387.0,7,1
2024-01-01 07:05:00,19.15,39.83,407.68,9.67,7,0
2024-01-01 07:10:00,21.25,38.44,543.11,190.9,7,1
2024-01-01 07:15:00,19.74,36.82,398.75,19.55,7,0
2024-01-01 07:20:00,19.78,38.57,383.69,4.41,7,0
2024-01-01 07:25:00,21.2,43.04,500.72,377.84,7,1
2024-01-01 07:30:00,20.43,38.14,385.27,15.8,7,0
2024-01-01 07:35:00,21.06,39.58,480.7,239.4,7,1
2024-01-01 07:40:00,20.01,42.91,380.55,10.79,7,0
2024-01-01 07:45:00,19.73,44.54,548.31,234.03,7,1
2024-01-01 07:50:00,21.36,45.25,682.24,332.59,7,1
2024-01-01 07:55:00,19.48,39.43,382.49,0.0,7,0
2024-01-01 08:00:00,19.04,42.82,400.55,51.27,8,0
2024-01-01 08:05:00,19.67,38.54,388.15,41.36,8,0
2024-01-01 08:10:00,20.55,48.96,585.18,200.42,8,1
2024-01-01 08:15:00,20.05,42.25,366.61,55.43,8,0
2024-01-01 08:20:00,19.72,36.99,405.6,22.59,8,0
2024-01-01 08:25:00,20.13,37.29,412.77,33.38,8,0
2024-01-01 08:30:00,22.09,37.55,794.02,242.63,8,1
2024-01-01 08:35:00,20.42,36.61,410.6,64.42,8,0
2024-01-01 08:40:00,19.11,36.9,403.39,50.89,8,0
2024-01-01 08:45:00,20.75,46.3,583.84,201.64,8,1
2024-01-01 08:50:00,22.09,47.46,700.82,285.35,8,1
2024-01-01 08:55:00,19.06,38.95,400.37,66.76,8,0
2024-01-01 09:00:00,19.88,42.47,417.85,50.96,9,0
2024-01-01 09:05:00,19.26,43.43,406.77,45.85,9,0
2024-01-01 09:10:00,20.48,40.25,390.25,54.04,9,0
2024-01-01 09:15:00,20.42,37.43,401.43,45.22,9,0
2024-01-01 09:20:00,19.83,42.49,425.74,45.55,9,0
2024-01-01 09:25:00,21.92,42.49,592.93,267.27,9,1
2024-01-01 09:30:00,22.01,45.43,658.05,278.52,9,1
2024-01-01 09:35:00,20.05,42.18,409.62,52.24,9,0
2024-01-01 09:40:00,20.13,36.58,373.17,68.87,9,0
2024-01-01 09:45:00,19.51,39.62,401.11,60.94,9,0
2024-01-01 09:50:00,19.71,39.6,421.42,44.17,9,0
2024-01-01 09:55:00,20.51,39.12,737.71,286.4,9,1
2024-01-01 10:00:00,19.44,39.55,399.87,36.81,10,0
2024-01-01 10:05:00,19.88,42.09,436.98,61.27,10,0
2024-01-01 10:10:00,21.49,46.56,662.63,168.48,10,1
2024-01-01 10:15:00,20.1,39.57,388.53,44.53,10,0
2024-01-01 10:20:00,22.45,41.08,695.66,169.98,10,1
2024-01-01 10:25:00,19.83,40.6,692.58,365.2,10,1
2024-01-01 10:30:00,20.42,43.73,573.43,178.53,10,1
2024-01-01 10:35:00,20.36,41.33,392.78,61.59,10,0
2024-01-01 10:40:00,19.67,37.19,366.6,67.65,10,0
2024-01-01 10:45:00,19.74,43.15,385.91,35.92,10,0
2024-01-01 10:50:00,20.38,35.76,424.93,28.3,10,0
2024-01-01 10:55:00,20.11,39.71,389.1,53.99,10,0
2024-01-01 11:00:00,20.49,39.91,393.29,63.46,11,0
2024-01-01 11:05:00,20.86,41.88,768.36,315.14,11,1
2024-01-01 11:10:00,20.93,44.89,543.41,198.24,11,1
2024-01-01 11:15:00,20.13,42.95,433.31,60.14,11,0
2024-01-01 11:20:00,20.49,45.42,729.08,151.14,11,1
2024-01-01 11:25:00,19.69,35.78,381.54,36.48,11,0
2024-01-01 11:30:00,20.29,34.74,441.63,46.95,11,0
2024-01-01 11:35:00,19.57,42.1,388.49,51.22,11,0
2024-01-01 11:40:00,19.16,42.96,392.96,52.43,11,0
2024-01-01 11:45:00,20.85,52.23,727.29,376.53,11,1
2024-01-01 11:50:00,19.12,43.43,373.61,47.74,11,0
2024-01-01 11:55:00,20.19,41.83,411.2,60.81,11,0
2024-01-01 12:00:00,19.77,41.9,369.47,49.42,12,0
2024-01-01 12:05:00,20.21,40.62,405.43,37.23,12,0
2024-01-01 12:10:00,20.22,39.36,422.58,49.2,12,0
2024-01-01 12:15:00,20.47,38.45,401.92,45.38,12,0
2024-01-01 12:20:00,19.48,43.83,394.78,51.35,12,0
2024-01-01 12:25:00,20.72,40.59,420.64,35.14,12,0
2024-01-01 12:30:00,19.33,41.76,414.27,50.47,12,0
2024-01-01 12:35:00,19.74,44.23,445.98,46.37,12,0
2024-01-01 12:40:00,19.16,34.72,382.55,57.94,12,0
2024-01-01 12:45:00,19.89,39.35,776.23,270.65,12,1
2024-01-01 12:50:00,19.46,42.05,396.69,41.74,12,0
2024-01-01 12:55:00,19.98,42.02,377.55,53.82,12,0
2024-01-01 13:00:00,20.58,44.86,368.6,50.74,13,0
2024-01-01 13:05:00,20.28,46.15,752.39,440.22,13,1
2024-01-01 13:10:00,19.81,36.48,415.92,60.49,13,0
2024-01-01 13:15:00,21.11,47.38,531.5,398.08,13,1
2024-01-01 13:20:00,20.27,43.25,382.99,51.05,13,0
2024-01-01 13:25:00,19.31,37.81,399.34,67.95,13,0
2024-01-01 13:30:00,21.74,43.77,534.73,344.7,13,1
2024-01-01 13:35:00,20.29,38.92,411.81,61.09,13,0
2024-01-01 13:40:00,20.2,42.15,410.05,58.57,13,0
2024-01-01 13:45:00,20.69,41.95,396.66,51.47,13,0
2024-01-01 13:50:00,19.66,41.48,408.37,54.0,13,0
2024-01-01 13:55:00,20.1,40.14,372.8,57.46,13,0
2024-01-01 14:00:00,20.75,40.64,405.33,45.99,14,0
2024-01-01 14:05:00,19.95,40.84,412.16,51.87,14,0
2024-01-01 14:10:00,21.65,43.63,670.92,249.72,14,1
2024-01-01 14:15:00,19.72,41.13,431.31,49.34,14,0
2024-01-01 14:20:00,19.15,38.78,375.4,48.22,14,0
2024-01-01 14:25:00,19.49,42.13,404.88,44.36,14,0
2024-01-01 14:30:00,19.89,36.56,397.71,56.33,14,0
2024-01-01 14:35:00,19.24,37.92,399.09,52.43,14,0
2024-01-01 14:40:00,19.64,37.99,401.48,47.71,14,0
2024-01-01 14:45:00,19.96,43.35,406.85,54.57,14,0
2024-01-01 14:50:00,20.23,41.82,381.11,53.23,14,0
2024-01-01 14:55:00,20.77,44.88,703.87,293.49,14,1
2024-01-01 15:00:00,19.63,39.96,368.17,55.65,15,0
2024-01-01 15:05:00,19.78,34.33,390.95,25.76,15,0
2024-01-01 15:10:00,20.51,36.72,407.44,54.79,15,0
2024-01-01 15:15:00,20.94,46.07,667.82,141.35,15,1
2024-01-01 15:20:00,19.56,40.11,394.62,49.14,15,0
2024-01-01 15:25:00,21.2,42.36,586.2,187.78,15,1
2024-01-01 15:30:00,20.91,41.07,407.87,56.81,15,0
2024-01-01 15:35:00,20.52,38.39,426.35,51.98,15,0
2024-01-01 15:40:00,20.2,46.55,392.61,52.05,15,0
2024-01-01 15:45:00,21.64,42.57,548.23,391.15,15,1
2024-01-01 15:50:00,21.48,39.71,381.34,57.53,15,0
2024-01-01 15:55:00,20.02,40.36,412.27,39.77,15,0
2024-01-01 16:00:00,21.68,43.74,629.97,455.03,16,1
2024-01-01 16:05:00,21.34,50.38,803.89,271.93,16,1
2024-01-01 16:10:00,20.4,40.54,410.66,37.46,16,0
2024-01-01 16:15:00,19.69,41.19,409.88,52.61,16,0
2024-01-01 16:20:00,21.97,43.8,621.44,257.27,16,1
2024-01-01 16:25:00,19.82,36.64,374.11,61.61,16,0
2024-01-01 16:30:00,19.22,39.18,358.1,52.54,16,0
2024-01-01 16:35:00,19.22,38.72,430.02,58.5,16,0
2024-01-01 16:40:00,22.13,49.18,784.77,210.86,16,1
2024-01-01 16:45:00,20.52,42.62,650.21,430.68,16,1
2024-01-01 16:50:00,19.71,40.03,402.79,54.53,16,0
2024-01-01 16:55:00,20.5,31.31,441.77,48.6,16,0
2024-01-01 17:00:00,20.7,49.14,558.68,351.28,17,1
2024-01-01 17:05:00,20.08,41.09,448.07,49.42,17,0
2024-01-01 17:10:00,19.78,40.2,403.95,54.49,17,0
2024-01-01 17:15:00,20.32,36.57,432.67,38.54,17,0
2024-01-01 17:20:00,22.11,46.51,628.05,262.46,17,1
2024-01-01 17:25:00,20.3,42.1,394.05,63.76,17,0
2024-01-01 17:30:00,20.06,36.91,374.44,33.56,17,0
2024-01-01 17:35:00,19.5,33.54,387.22,36.77,17,0
2024-01-01 17:40:00,20.08,37.9,421.79,65.34,17,0
2024-01-01 17:45:00,20.49,39.03,350.01,72.91,17,0
2024-01-01 17:50:00,20.72,41.05,758.37,375.66,17,1
2024-01-01 17:55:00,20.38,40.84,402.08,49.37,17,0
2024-01-01 18:00:00,20.79,45.37,591.51,381.4,18,1
2024-01-01 18:05:00,21.58,38.02,534.55,363.74,18,1
2024-01-01 18:10:00,21.81,48.44,648.27,382.43,18,1
2024-01-01 18:15:00,21.79,46.02,570.87,219.05,18,1
2024-01-01 18:20:00,21.43,45.78,576.94,404.3,18,1
2024-01-01 18:25:00,21.04,43.85,704.36,430.29,18,1
2024-01-01 18:30:00,21.7,50.44,618.29,449.01,18,1
2024-01-01 18:35:00,21.14,52.86,572.07,175.7,18,1
2024-01-01 18:40:00,20.22,44.11,633.7,163.17,18,1
2024-01-01 18:45:00,21.42,39.28,606.52,359.18,18,1
2024-01-01 18:50:00,20.35,45.84,394.79,67.27,18,0
2024-01-01 18:55:00,21.08,45.44,539.78,275.9,18,1
2024-01-01 19:00:00,21.39,44.31,767.42,297.92,19,1
2024-01-01 19:05:00,21.85,48.14,738.45,359.53,19,1
2024-01-01 19:10:00,21.37,42.65,577.57,266.71,19,1
2024-01-01 19:15:00,22.18,54.59,562.43,437.56,19,1
2024-01-01 19:20:00,20.74,45.98,632.26,208.05,19,1
2024-01-01 19:25:00,20.71,47.14,798.55,300.87,19,1
2024-01-01 19:30:00,20.39,45.79,469.94,158.38,19,1
2024-01-01 19:35:00,21.0,46.63,630.44,186.56,19,1
2024-01-01 19:40:00,20.86,42.84,618.61,171.62,19,1
2024-01-01 19:45:00,20.07,38.99,387.73,6.98,19,0
2024-01-01 19:50:00,21.44,42.98,597.14,198.34,19,1
2024-01-01 19:55:00,19.32,39.33,376.6,0.0,19,0
2024-01-01 20:00:00,21.66,44.4,577.35,376.34,20,1
2024-01-01 20:05:00,19.93,45.84,636.01,409.1,20,1
2024-01-01 20:10:00,20.62,44.14,641.71,279.2,20,1
2024-01-01 20:15:00,20.55,50.16,499.42,438.79,20,1
2024-01-01 20:20:00,22.13,46.04,661.05,203.05,20,1
2024-01-01 20:25:00,21.61,42.48,779.64,373.1,20,1
2024-01-01 20:30:00,20.29,39.06,543.12,359.67,20,1
2024-01-01 20:35:00,21.31,40.46,656.07,397.4,20,1
2024-01-01 20:40:00,21.33,46.99,726.06,206.42,20,1
2024-01-01 20:45:00,21.39,37.55,577.57,198.21,20,1
2024-01-01 20:50:00,19.33,42.74,406.08,12.66,20,0
2024-01-01 20:55:00,21.68,47.22,727.96,362.92,20,1
2024-01-01 21:00:00,21.75,47.0,562.17,300.9,21,1
2024-01-01 21:05:00,21.1,50.5,711.48,438.01,21,1
2024-01-01 21:10:00,20.56,47.79,792.53,179.56,21,1
2024-01-01 21:15:00,21.13,44.89,640.01,389.08,21,1
2024-01-01 21:20:00,21.09,44.66,601.41,276.38,21,1
2024-01-01 21:25:00,21.66,44.82,657.51,239.04,21,1
2024-01-01 21:30:00,20.69,42.97,712.73,315.24,21,1
2024-01-01 21:35:00,21.76,44.24,533.13,244.76,21,1
2024-01-01 21:40:00,21.2,46.02,574.73,184.59,21,1
2024-01-01 21:45:00,22.21,48.61,515.02,291.51,21,1
2024-01-01 21:50:00,21.64,38.19,482.79,160.74,21,1
2024-01-01 21:55:00,20.96,39.27,768.28,401.1,21,1
2024-01-01 22:00:00,20.52,50.54,626.71,280.54,22,1
2024-01-01 22:05:00,21.33,47.35,767.02,173.71,22,1
2024-01-01 22:10:00,20.39,40.95,734.92,282.71,22,1
2024-01-01 22:15:00,21.01,45.16,458.06,357.98,22,1
2024-01-01 22:20:00,20.35,40.29,397.81,3.96,22,0
2024-01-01 22:25:00,21.59,44.07,688.43,241.29,22,1
2024-01-01 22:30:00,21.13,43.51,547.09,403.55,22,1
2024-01-01 22:35:00,21.28,43.81,533.18,434.57,22,1
2024-01-01 22:40:00,21.09,48.4,689.15,381.58,22,1
2024-01-01 22:45:00,21.31,42.72,551.81,403.82,22,1
2024-01-01 22:50:00,19.82,41.53,406.35,9.68,22,0
2024-01-01 22:55:00,21.1,45.71,743.02,296.06,22,1
2024-01-01 23:00:00,19.08,40.6,407.25,23.68,23,0
2024-01-01 23:05:00,19.78,43.84,401.36,18.53,23,0
2024-01-01 23:10:00,20.49,41.97,416.68,5.72,23,0
2024-01-01 23:15:00,19.83,38.79,380.9,14.24,23,0
2024-01-01 23:20:00,19.63,40.61,403.83,12.41,23,0
2024-01-01 23:25:00,19.96,41.36,378.75,14.28,23,0
2024-01-01 23:30:00,19.41,39.23,400.65,7.33,23,0
2024-01-01 23:35:00,20.29,40.98,403.89,6.47,23,0
2024-01-01 23:40:00,20.14,40.91,436.16,13.51,23,0
2024-01-01 23:45:00,20.66,39.65,357.56,3.92,23,0
2024-01-01 23:50:00,19.75,42.98,410.92,1.6,23,0
2024-01-01 23:55:00,19.88,38.9,392.16,0.78,23,0
2024-01-02 00:00:00,20.38,43.77,369.63,22.44,0,0
2024-01-02 00:05:00,20.2,39.93,381.93,13.24,0,0
2024-01-02 00:10:00,20.6,36.64,391.96,15.24,0,0
2024-01-02 00:15:00,20.44,35.96,402.53,29.39,0,0
2024-01-02 00:20:00,20.51,36.05,414.47,16.67,0,0
2024-01-02 00:25:00,20.2,39.28,413.45,29.0,0,0
2024-01-02 00:30:00,19.15,33.17,402.82,21.01,0,0
2024-01-02 00:35:00,19.73,39.73,406.64,11.9,0,0
2024-01-02 00:40:00,19.78,42.25,403.92,13.17,0,0
2024-01-02 00:45:00,19.53,43.26,389.28,18.08,0,0
2024-01-02 00:50:00,20.17,38.06,381.79,10.92,0,0
2024-01-02 00:55:00,19.99,39.09,416.0,0.0,0,0
2024-01-02 01:00:00,20.53,37.41,408.57,18.99,1,0
2024-01-02 01:05:00,19.95,39.49,401.4,21.62,1,0
2024-01-02 01:10:00,20.17,43.49,405.3,16.42,1,0
2024-01-02 01:15:00,20.09,43.0,345.94,16.78,1,0
2024-01-02 01:20:00,20.74,38.94,417.72,12.3,1,0
2024-01-02 01:25:00,20.81,43.94,432.8,17.42,1,0
2024-01-02 01:30:00,19.52,40.09,394.87,0.0,1,0
2024-01-02 01:35:00,20.06,41.65,400.87,26.95,1,0
2024-01-02 01:40:00,19.95,39.45,391.21,0.0,1,0
2024-01-02 01:45:00,21.2,41.61,533.97,49.17,1,1
2024-01-02 01:50:00,19.85,37.74,406.38,23.4,1,0
2024-01-02 01:55:00,20.19,39.46,384.42,8.06,1,0
2024-01-02 02:00:00,19.84,37.61,421.52,10.21,2,0
2024-01-02 02:05:00,19.8,38.04,372.45,0.0,2,0
2024-01-02 02:10:00,20.13,41.53,368.38,18.95,2,0
2024-01-02 02:15:00,20.07,38.16,385.83,13.43,2,0
2024-01-02 02:20:00,18.92,37.84,395.78,0.13,2,0
2024-01-02 02:25:00,20.26,39.5,424.53,21.57,2,0
2024-01-02 02:30:00,19.95,40.06,414.16,12.33,2,0
2024-01-02 02:35:00,20.19,41.91,401.17,2.55,2,0
2024-01-02 02:40:00,19.98,39.38,397.43,0.0,2,0
2024-01-02 02:45:00,19.02,42.2,417.11,22.87,2,0
2024-01-02 02:50:00,19.68,45.33,376.13,19.19,2,0
2024-01-02 02:55:00,19.87,44.3,410.56,14.89,2,0
2024-01-02 03:00:00,19.93,42.43,415.87,0.0,3,0
2024-01-02 03:05:00,20.79,42.34,380.26,24.82,3,0
2024-01-02 03:10:00,19.45,39.36,393.84,17.8,3,0
2024-01-02 03:15:00,20.02,39.52,371.75,22.13,3,0
2024-01-02 03:20:00,19.16,37.58,419.3,26.16,3,0
2024-01-02 03:25:00,20.95,38.61,399.08,0.0,3,0
2024-01-02 03:30:00,20.82,44.35,539.28,48.9,3,1
2024-01-02 03:35:00,20.54,52.53,605.41,47.05,3,1
2024-01-02 03:40:00,20.59,41.11,397.85,14.48,3,0
2024-01-02 03:45:00,20.26,33.88,403.67,0.0,3,0
2024-01-02 03:50:00,20.32,41.5,363.98,4.57,3,0
2024-01-02 03:55:00,19.37,37.4,401.22,14.94,3,0
2024-01-02 04:00:00,19.46,40.72,441.48,0.81,4,0
2024-01-02 04:05:00,20.15,42.7,439.21,21.27,4,0
2024-01-02 04:10:00,19.77,39.68,452.89,0.0,4,0
2024-01-02 04:15:00,20.13,45.31,392.76,12.8,4,0
2024-01-02 04:20:00,20.31,38.89,407.54,9.71,4,0
2024-01-02 04:25:00,20.13,43.14,371.04,1.57,4,0
2024-01-02 04:30:00,19.7,44.12,357.29,41.38,4,0
2024-01-02 04:35:00,20.6,38.99,408.29,24.92,4,0
2024-01-02 04:40:00,19.9,39.55,396.1,21.34,4,0
2024-01-02 04:45:00,19.93,43.01,446.66,11.92,4,0
2024-01-02 04:50:00,19.99,38.83,422.48,19.48,4,0
2024-01-02 04:55:00,19.8,37.76,422.91,4.68,4,0
2024-01-02 05:00:00,20.48,41.54,414.5,15.16,5,0
2024-01-02 05:05:00,20.21,38.22,413.94,21.82,5,0
2024-01-02 05:10:00,20.18,43.21,399.47,1.18,5,0
2024-01-02 05:15:00,19.18,35.1,396.18,4.52,5,0
2024-01-02 05:20:00,19.05,40.64,400.02,1.83,5,0
2024-01-02 05:25:00,19.91,40.25,396.77,2.9,5,0
2024-01-02 05:30:00,19.62,37.18,416.59,8.06,5,0
2024-01-02 05:35:00,19.23,39.6,401.58,10.23,5,0
2024-01-02 05:40:00,20.68,36.07,339.61,11.84,5,0
2024-01-02 05:45:00,19.68,40.57,377.89,17.82,5,0
2024-01-02 05:50:00,20.24,41.52,421.2,37.6,5,0
2024-01-02 05:55:00,19.63,42.67,363.33,9.72,5,0
2024-01-02 06:00:00,20.24,45.52,497.61,61.21,6,1
2024-01-02 06:05:00,20.81,43.08,624.57,41.33,6,1
2024-01-02 06:10:00,20.91,50.08,618.45,51.94,6,1
2024-01-02 06:15:00,20.13,38.25,351.22,8.66,6,0
2024-01-02 06:20:00,20.26,37.55,403.83,10.68,6,0
2024-01-02 06:25:00,20.04,40.59,387.65,6.84,6,0
2024-01-02 06:30:00,19.78,40.42,408.16,8.75,6,0
2024-01-02 06:35:00,20.33,35.43,719.26,37.79,6,1
2024-01-02 06:40:00,21.37,48.18,577.17,38.61,6,1
2024-01-02 06:45:00,19.22,42.45,407.53,0.98,6,0
2024-01-02 06:50:00,20.54,35.89,430.96,2.39,6,0
2024-01-02 06:55:00,20.5,46.9,569.4,48.37,6,1
2024-01-02 07:00:00,19.89,37.02,348.75,8.09,7,0
2024-01-02 07:05:00,21.24,46.11,604.32,381.78,7,1
2024-01-02 07:10:00,20.22,40.06,413.46,15.92,7,0
2024-01-02 07:15:00,21.55,39.78,546.71,346.49,7,1
2024-01-02 07:20:00,20.09,40.73,395.54,24.9,7,0
2024-01-02 07:25:00,21.03,45.95,627.28,159.38,7,1
2024-01-02 07:30:00,20.01,40.69,374.8,3.84,7,0
2024-01-02 07:35:00,20.89,43.88,698.65,280.58,7,1
2024-01-02 07:40:00,19.59,36.23,395.32,14.66,7,0
2024-01-02 07:45:00,22.1,47.04,550.79,298.62,7,1
2024-01-02 07:50:00,19.9,38.93,396.39,23.73,7,0
2024-01-02 07:55:00,20.53,42.05,749.08,432.04,7,1
2024-01-02 08:00:00,19.79,41.77,368.04,54.62,8,0
2024-01-02 08:05:00,19.64,40.47,403.25,50.41,8,0
2024-01-02 08:10:00,21.43,46.37,561.37,347.06,8,1
2024-01-02 08:15:00,20.12,36.39,399.87,65.62,8,0
2024-01-02 08:20:00,20.97,44.39,646.26,154.23,8,1
2024-01-02 08:25:00,19.6,41.02,384.84,34.34,8,0
2024-01-02 08:30:00,19.68,43.96,428.39,44.0,8,0
2024-01-02 08:35:00,20.05,41.76,423.84,44.08,8,0
2024-01-02 08:40:00,19.01,42.68,375.78,57.31,8,0
2024-01-02 08:45:00,20.16,47.8,678.76,279.09,8,1
2024-01-02 08:50:00,20.81,40.31,382.02,36.7,8,0
2024-01-02 08:55:00,20.71,38.78,392.78,15.29,8,0
2024-01-02 09:00:00,19.37,41.09,417.74,45.79,9,0
2024-01-02 09:05:00,20.01,42.13,425.31,46.31,9,0
2024-01-02 09:10:00,20.62,36.79,413.6,61.93,9,0
2024-01-02 09:15:00,20.61,45.92,718.21,133.34,9,1
2024-01-02 09:20:00,19.66,40.1,378.26,39.14,9,0
2024-01-02 09:25:00,20.61,42.46,394.97,61.34,9,0
2024-01-02 09:30:00,20.6,37.06,390.71,54.62,9,0
2024-01-02 09:35:00,20.73,34.84,388.03,52.29,9,0
2024-01-02 09:40:00,19.58,41.57,408.37,64.02,9,0
2024-01-02 09:45:00,19.21,42.38,419.41,58.03,9,0
2024-01-02 09:50:00,22.74,55.51,726.43,286.68,9,1
2024-01-02 09:55:00,20.54,42.77,391.55,56.77,9,0
2024-01-02 10:00:00,19.72,36.7,408.79,57.79,10,0
2024-01-02 10:05:00,20.32,40.26,352.17,49.25,10,0
2024-01-02 10:10:00,22.11,44.62,705.23,440.36,10,1
2024-01-02 10:15:00,20.39,37.0,403.86,63.2,10,0
2024-01-02 10:20:00,20.0,38.02,413.98,54.21,10,0
2024-01-02 10:25:00,21.92,47.1,573.01,234.21,10,1
2024-01-02 10:30:00,20.53,41.85,413.67,36.34,10,0
2024-01-02 10:35:00,20.03,38.08,379.95,38.98,10,0
2024-01-02 10:40:00,19.24,43.34,387.41,65.34,10,0
2024-01-02 10:45:00,20.65,45.14,648.44,426.76,10,1
2024-01-02 10:50:00,20.56,44.35,392.8,36.74,10,0
2024-01-02 10:55:00,19.85,38.42,389.86,33.32,10,0
2024-01-02 11:00:00,20.02,37.72,395.39,40.76,11,0
2024-01-02 11:05:00,19.68,45.1,377.83,33.39,11,0
